direction,seed,metric,scvi,totalvi,delta
direction_A,16,error_auprc_latent,0.2383247266544702,0.3259774530789306,0.08765272642446043
direction_A,17,error_auprc_latent,0.1883627103383217,0.3114639804509317,0.12310127011261002
direction_A,18,error_auprc_latent,0.221195396878798,0.3581708912671145,0.1369754943883165
direction_A,19,error_auprc_latent,0.2896179608205159,0.2838061849539984,-0.005811775866517488
direction_B,0,macro_f1,0.6402484093156036,0.6157476799755611,-0.024500729340042438
direction_B,1,macro_f1,0.5707669476871889,0.6101999641645781,0.03943301647738917
direction_B,2,macro_f1,0.6114909059169635,0.6869075207835412,0.07541661486657769
direction_B,3,macro_f1,0.5844995089746119,0.6714806524889094,0.08698114351429753
direction_B,4,macro_f1,0.6208253115953314,0.6596235270807813,0.03879821548544993
direction_B,5,macro_f1,0.5682531471606488,0.6905121193964824,0.1222589722358336
direction_B,6,macro_f1,0.581423107838228,0.6400794363436805,0.05865632850545244
direction_B,7,macro_f1,0.6265401674764485,0.6383357317866795,0.011795564310230988
direction_B,8,macro_f1,0.6271213496695894,0.6714112586180564,0.04428990894846696
direction_B,9,macro_f1,0.6132595369679534,0.6620293748074845,0.04876983783953104
direction_B,10,macro_f1,0.6009370049918908,0.6618304383532385,0.06089343336134767
direction_B,11,macro_f1,0.5956176926731691,0.6174381892471521,0.021820496573982995
direction_B,12,macro_f1,0.6061533325302735,0.6846090491136612,0.07845571658338768
direction_B,13,macro_f1,0.6069815283655254,0.6623938033766046,0.05541227501107915
direction_B,14,macro_f1,0.5851535428591336,0.6111567972298156,0.026003254370682072
direction_B,15,macro_f1,0.6157351087216737,0.6577414522561212,0.04200634353444754
direction_B,16,macro_f1,0.5881667374237463,0.6440023488281904,0.05583561140444415
direction_B,17,macro_f1,0.5836203876504055,0.6486543216084408,0.06503393395803536
direction_B,18,macro_f1,0.606991051968843,0.6842089317566663,0.07721787978782335
direction_B,19,macro_f1,0.5959559041627231,0.6609568088191211,0.06500090465639796
direction_B,0,accuracy,0.7811871227364185,0.7845405767940979,0.0033534540576793948
direction_B,1,accuracy,0.75,0.7251844399731724,-0.02481556002682761
direction_B,2,accuracy,0.778504359490275,0.795439302481556,0.016934942991281066
direction_B,3,accuracy,0.755365526492287,0.8197518443997317,0.06438631790744465
direction_B,4,accuracy,0.7518443997317237,0.8101945003353455,0.05835010060362178
direction_B,5,accuracy,0.750335345405768,0.8209255533199196,0.0705902079141516
direction_B,6,accuracy,0.7590543259557344,0.789738430583501,0.030684104627766606
direction_B,7,accuracy,0.7644198524480215,0.7701207243460765,0.0057008718980550155
direction_B,8,accuracy,0.7712944332662642,0.7868879946344735,0.015593561368209219
direction_B,9,accuracy,0.7608987256874581,0.8028169014084507,0.041918175720992656
direction_B,10,accuracy,0.7704560697518444,0.7971160295103957,0.026659959758551288
direction_B,11,accuracy,0.7597250167672703,0.7355801475519785,-0.024144869215291798
direction_B,12,accuracy,0.7657612340710932,0.7652582159624414,-0.0005030181086518315
direction_B,13,accuracy,0.7620724346076458,0.8006371562709591,0.03856472166331326
direction_B,14,accuracy,0.7342387659289068,0.7820254862508383,0.04778672032193154
direction_B,15,accuracy,0.755365526492287,0.8003018108651911,0.04493628437290409
direction_B,16,accuracy,0.755533199195171,0.7729711602951039,0.017437961099932897
direction_B,17,accuracy,0.743963782696177,0.7798457411133467,0.03588195841716968
direction_B,18,accuracy,0.7699530516431925,0.8041582830315225,0.03420523138832998
direction_B,19,accuracy,0.7575452716297787,0.7868879946344735,0.02934272300469476
direction_B,0,error_auroc_predictive,0.8626811370733036,0.873314578009369,0.01063344093606533
direction_B,1,error_auroc_predictive,0.8509953828343036,0.8123872232822071,-0.03860815955209651
