cell_type,source_support,target_support,precision,recall,f1,direction,model,seed,label_level,subset
Treg,241,59,0.6388888888888888,0.3898305084745763,0.4842105263157895,pbmc10k_to_pbmc5k,scvi_matched,3,l2,high_confidence_shared
cDC2,135,125,0.937007874015748,0.952,0.9444444444444444,pbmc10k_to_pbmc5k,scvi_matched,3,l2,high_confidence_shared
dnT,76,14,0.14285714285714285,0.07142857142857142,0.09523809523809523,pbmc10k_to_pbmc5k,scvi_matched,3,l2,high_confidence_shared
gdT,59,71,0.5365853658536586,0.30985915492957744,0.39285714285714285,pbmc10k_to_pbmc5k,scvi_matched,3,l2,high_confidence_shared
pDC,24,23,0.9583333333333334,1.0,0.9787234042553191,pbmc10k_to_pbmc5k,scvi_matched,3,l2,high_confidence_shared
B intermediate,68,66,0.7391304347826086,0.7727272727272727,0.7555555555555555,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
B memory,99,79,0.8493150684931506,0.7848101265822784,0.8157894736842105,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
B naive,315,128,0.9618320610687023,0.984375,0.972972972972973,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD14 Mono,1237,937,0.9431472081218274,0.991462113127001,0.9667013527575442,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD16 Mono,103,131,0.9609375,0.9389312977099237,0.9498069498069498,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD4 CTL,24,41,0.5,0.12195121951219512,0.19607843137254902,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD4 Naive,795,378,0.7704545454545455,0.8968253968253969,0.8288508557457213,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD4 TCM,580,327,0.5736040609137056,0.691131498470948,0.6269070735090153,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD4 TEM,281,272,0.654178674351585,0.8345588235294118,0.7334410339256866,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD8 Naive,320,48,0.8113207547169812,0.8958333333333334,0.8514851485148515,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD8 TCM,77,34,0.8181818181818182,0.2647058823529412,0.4,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
CD8 TEM,246,147,0.9256198347107438,0.7619047619047619,0.835820895522388,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
Eryth,144,86,0.5714285714285714,0.5116279069767442,0.5398773006134969,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
ILC,65,98,0.8,0.04081632653061224,0.07766990291262135,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
MAIT,356,24,0.36,0.75,0.4864864864864865,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
NK,760,251,0.899641577060932,1.0,0.9471698113207547,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
NK_CD56bright,35,30,0.95,0.6333333333333333,0.76,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
Treg,241,59,1.0,0.05084745762711865,0.0967741935483871,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
cDC2,135,125,1.0,0.944,0.9711934156378601,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
dnT,76,14,0.0,0.0,0.0,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
gdT,59,71,0.5833333333333334,0.19718309859154928,0.29473684210526313,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
pDC,24,23,0.9583333333333334,1.0,0.9787234042553191,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
B,493,274,1.0,0.9963503649635036,0.9981718464351006,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
CD4 T,1929,1079,0.9092542677448338,0.93790546802595,0.9233576642335767,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
CD8 T,653,236,0.767175572519084,0.8516949152542372,0.8072289156626506,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
DC,165,151,0.959731543624161,0.9470198675496688,0.9533333333333334,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
Mono,1340,1068,0.9592021758839528,0.9906367041198502,0.9746660525103639,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
NK,812,290,0.9056603773584906,0.993103448275862,0.9473684210526315,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
other,219,185,0.7792207792207793,0.32432432432432434,0.4580152671755725,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
other T,491,109,0.5463917525773195,0.48623853211009177,0.5145631067961165,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
B,493,274,1.0,1.0,1.0,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
CD4 T,1929,1079,0.8962585034013606,0.9768303985171455,0.9348115299334812,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
CD8 T,653,236,0.9368421052631579,0.7542372881355932,0.8356807511737089,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
DC,165,151,0.9929078014184397,0.9271523178807947,0.958904109589041,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
Mono,1340,1068,0.9542600896860987,0.9962546816479401,0.9748053137883647,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
NK,812,290,0.9183006535947712,0.9689655172413794,0.9429530201342282,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
other,219,185,0.9032258064516129,0.3027027027027027,0.4534412955465587,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
other T,491,109,0.5078125,0.5963302752293578,0.5485232067510548,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
B intermediate,68,66,0.7083333333333334,0.5151515151515151,0.5964912280701754,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
B memory,99,79,0.7029702970297029,0.8987341772151899,0.7888888888888889,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
B naive,315,128,0.9754098360655737,0.9296875,0.952,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD14 Mono,1237,937,0.9338677354709419,0.9946638207043756,0.9633074935400516,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD16 Mono,103,131,0.9827586206896551,0.8702290076335878,0.9230769230769231,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD4 CTL,24,41,0.6,0.14634146341463414,0.23529411764705882,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD4 Naive,795,378,0.7876344086021505,0.7751322751322751,0.7813333333333333,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD4 TCM,580,327,0.5206073752711496,0.7339449541284404,0.6091370558375635,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD4 TEM,281,272,0.7894736842105263,0.6066176470588235,0.6860706860706861,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD8 Naive,320,48,0.7666666666666667,0.9583333333333334,0.8518518518518519,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD8 TCM,77,34,0.25,0.5294117647058824,0.33962264150943394,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD8 TEM,246,147,0.8099173553719008,0.6666666666666666,0.7313432835820896,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
Eryth,144,86,0.703125,0.5232558139534884,0.6,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
ILC,65,98,0.6379310344827587,0.37755102040816324,0.47435897435897434,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
MAIT,356,24,0.4166666666666667,0.8333333333333334,0.5555555555555556,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
NK,760,251,0.8924731182795699,0.9920318725099602,0.939622641509434,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
NK_CD56bright,35,30,0.9565217391304348,0.7333333333333333,0.8301886792452831,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
Treg,241,59,0.6153846153846154,0.13559322033898305,0.2222222222222222,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
cDC2,135,125,0.9830508474576272,0.928,0.9547325102880658,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
dnT,76,14,0.0,0.0,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
gdT,59,71,0.6046511627906976,0.36619718309859156,0.45614035087719296,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
pDC,24,23,0.9583333333333334,1.0,0.9787234042553191,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
B intermediate,68,66,0.53125,0.7727272727272727,0.6296296296296297,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
B memory,99,79,0.7846153846153846,0.6455696202531646,0.7083333333333334,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
B naive,315,128,0.9821428571428571,0.859375,0.9166666666666666,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD14 Mono,1237,937,0.9210266535044422,0.9957310565635006,0.9569230769230769,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD16 Mono,103,131,0.9913793103448276,0.8778625954198473,0.9311740890688259,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD4 CTL,24,41,0.5,0.2926829268292683,0.36923076923076925,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD4 Naive,795,378,0.7842639593908629,0.8174603174603174,0.8005181347150259,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD4 TCM,580,327,0.5609195402298851,0.746177370030581,0.6404199475065617,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD4 TEM,281,272,0.7186440677966102,0.7794117647058824,0.7477954144620811,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD8 Naive,320,48,0.8958333333333334,0.8958333333333334,0.8958333333333334,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD8 TCM,77,34,0.7058823529411765,0.35294117647058826,0.47058823529411764,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD8 TEM,246,147,0.9035087719298246,0.7006802721088435,0.789272030651341,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
Eryth,144,86,0.6346153846153846,0.38372093023255816,0.4782608695652174,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
ILC,65,98,0.7142857142857143,0.20408163265306123,0.31746031746031744,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
MAIT,356,24,0.30303030303030304,0.8333333333333334,0.4444444444444444,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
NK,760,251,0.8833922261484098,0.9960159362549801,0.9363295880149812,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
NK_CD56bright,35,30,0.9565217391304348,0.7333333333333333,0.8301886792452831,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
Treg,241,59,0.875,0.23728813559322035,0.37333333333333335,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
cDC2,135,125,1.0,0.904,0.9495798319327731,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
dnT,76,14,0.3333333333333333,0.21428571428571427,0.2608695652173913,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
gdT,59,71,0.5,0.18309859154929578,0.26804123711340205,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
pDC,24,23,0.9583333333333334,1.0,0.9787234042553191,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
B,493,274,1.0,1.0,1.0,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
CD4 T,1929,1079,0.9137291280148423,0.9128822984244671,0.9133055169216504,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
CD8 T,653,236,0.7473309608540926,0.8898305084745762,0.8123791102514507,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
DC,165,151,0.9929577464788732,0.9337748344370861,0.962457337883959,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
Mono,1340,1068,0.9508928571428571,0.9971910112359551,0.973491773308958,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
NK,812,290,0.9344262295081968,0.9827586206896551,0.957983193277311,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
other,219,185,0.7875,0.34054054054054056,0.47547169811320755,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
other T,491,109,0.4642857142857143,0.47706422018348627,0.47058823529411764,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
B,493,274,1.0,1.0,1.0,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
CD4 T,1929,1079,0.9036777583187391,0.9564411492122336,0.9293111211166142,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
CD8 T,653,236,0.9329896907216495,0.7669491525423728,0.8418604651162791,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
DC,165,151,0.9924812030075187,0.8741721854304636,0.9295774647887324,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
Mono,1340,1068,0.9399823477493381,0.9971910112359551,0.967741935483871,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
NK,812,290,0.9105431309904153,0.9827586206896551,0.945273631840796,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
other,219,185,0.7123287671232876,0.2810810810810811,0.40310077519379844,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
other T,491,109,0.49230769230769234,0.5871559633027523,0.5355648535564853,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
B intermediate,66,68,0.5789473684210527,0.6470588235294118,0.6111111111111112,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
B memory,79,99,0.9041095890410958,0.6666666666666666,0.7674418604651163,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
B naive,128,315,0.9397590361445783,0.9904761904761905,0.964451313755796,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD14 Mono,937,1237,0.9371165644171779,0.9878738884397736,0.9618260527351437,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD16 Mono,131,103,0.9797979797979798,0.941747572815534,0.9603960396039604,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD4 CTL,41,24,0.0,0.0,0.0,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD4 Naive,378,795,0.7032667876588021,0.9748427672955975,0.8170795993674222,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD4 TCM,327,580,0.7805825242718447,0.6931034482758621,0.7342465753424657,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD4 TEM,272,281,0.48009950248756217,0.6868327402135231,0.5651537335285505,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD8 Naive,48,320,0.8531468531468531,0.38125,0.5269978401727862,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD8 TCM,34,77,0.5,0.09090909090909091,0.15384615384615385,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
CD8 TEM,147,246,0.807843137254902,0.8373983739837398,0.8223552894211577,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
Eryth,86,144,0.8859649122807017,0.7013888888888888,0.7829457364341085,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
ILC,98,65,0.5238095238095238,0.16923076923076924,0.2558139534883721,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
MAIT,24,356,1.0,0.0702247191011236,0.13123359580052493,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
NK,251,760,0.9793014230271668,0.9960526315789474,0.9876060013046314,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
NK_CD56bright,30,35,0.9090909090909091,0.8571428571428571,0.8823529411764706,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
Treg,59,241,0.4539249146757679,0.5518672199170125,0.49812734082397003,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
cDC2,125,135,0.9803921568627451,0.7407407407407407,0.8438818565400844,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
gdT,71,59,0.12167300380228137,0.5423728813559322,0.19875776397515527,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
pDC,23,24,0.96,1.0,0.9795918367346939,pbmc5k_to_pbmc10k,scvi_matched,0,l2,high_confidence_shared
B intermediate,66,68,0.4,0.058823529411764705,0.10256410256410256,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
B memory,79,99,0.6168831168831169,0.9595959595959596,0.7509881422924901,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
B naive,128,315,0.9559748427672956,0.9650793650793651,0.9605055292259084,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD14 Mono,937,1237,0.943366951124903,0.9830234438156831,0.9627870150435471,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD16 Mono,131,103,0.9523809523809523,0.970873786407767,0.9615384615384616,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD4 CTL,41,24,0.0,0.0,0.0,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD4 Naive,378,795,0.7593908629441625,0.9408805031446541,0.8404494382022472,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD4 TCM,327,580,0.66991643454039,0.8293103448275863,0.7411402157164869,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD4 TEM,272,281,0.40947546531302875,0.8612099644128114,0.555045871559633,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD8 Naive,48,320,0.9681528662420382,0.475,0.6373165618448637,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD8 TCM,34,77,0.4117647058823529,0.09090909090909091,0.14893617021276595,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
CD8 TEM,147,246,0.8404669260700389,0.8780487804878049,0.8588469184890656,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
Eryth,86,144,0.8434782608695652,0.6736111111111112,0.749034749034749,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
ILC,98,65,0.6296296296296297,0.26153846153846155,0.3695652173913043,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
MAIT,24,356,1.0,0.08707865168539326,0.16020671834625322,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
NK,251,760,0.9973009446693657,0.9723684210526315,0.9846768820786143,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
NK_CD56bright,30,35,0.8846153846153846,0.6571428571428571,0.7540983606557377,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
Treg,59,241,0.7678571428571429,0.17842323651452283,0.2895622895622896,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
cDC2,125,135,1.0,0.8148148148148148,0.8979591836734694,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
gdT,71,59,0.12875536480686695,0.5084745762711864,0.2054794520547945,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,totalvi,0,l2,high_confidence_shared
B,274,493,0.9959266802443992,0.9918864097363083,0.9939024390243902,pbmc5k_to_pbmc10k,scvi_matched,0,l1,high_confidence_shared
CD4 T,1079,1929,0.7783717105263158,0.9813374805598756,0.8681495069938088,pbmc5k_to_pbmc10k,scvi_matched,0,l1,high_confidence_shared
CD8 T,236,653,0.8317152103559871,0.39356814701378257,0.5343035343035343,pbmc5k_to_pbmc10k,scvi_matched,0,l1,high_confidence_shared
DC,151,165,0.975609756097561,0.7272727272727273,0.8333333333333334,pbmc5k_to_pbmc10k,scvi_matched,0,l1,high_confidence_shared
Mono,1068,1340,0.9293212036389084,0.991044776119403,0.9591910436980859,pbmc5k_to_pbmc10k,scvi_matched,0,l1,high_confidence_shared
NK,290,812,0.9473684210526315,0.9975369458128078,0.9718056388722256,pbmc5k_to_pbmc10k,scvi_matched,0,l1,high_confidence_shared
other,185,219,0.7777777777777778,0.4474885844748858,0.5681159420289855,pbmc5k_to_pbmc10k,scvi_matched,0,l1,high_confidence_shared
other T,109,491,0.8516320474777448,0.5845213849287169,0.6932367149758454,pbmc5k_to_pbmc10k,scvi_matched,0,l1,high_confidence_shared
B,274,493,0.9959349593495935,0.9939148073022313,0.9949238578680203,pbmc5k_to_pbmc10k,totalvi,0,l1,high_confidence_shared
CD4 T,1079,1929,0.8755167661920074,0.9880767236910316,0.9283974671212859,pbmc5k_to_pbmc10k,totalvi,0,l1,high_confidence_shared
CD8 T,236,653,0.9197761194029851,0.7549770290964778,0.8292682926829268,pbmc5k_to_pbmc10k,totalvi,0,l1,high_confidence_shared
DC,151,165,0.9923664122137404,0.7878787878787878,0.8783783783783784,pbmc5k_to_pbmc10k,totalvi,0,l1,high_confidence_shared
Mono,1068,1340,0.9458689458689459,0.991044776119403,0.967930029154519,pbmc5k_to_pbmc10k,totalvi,0,l1,high_confidence_shared
NK,290,812,0.9898605830164765,0.9618226600985221,0.9756402248594629,pbmc5k_to_pbmc10k,totalvi,0,l1,high_confidence_shared
other,185,219,0.8507462686567164,0.5205479452054794,0.6458923512747875,pbmc5k_to_pbmc10k,totalvi,0,l1,high_confidence_shared
other T,109,491,0.8428246013667426,0.7535641547861507,0.7956989247311828,pbmc5k_to_pbmc10k,totalvi,0,l1,high_confidence_shared
B intermediate,66,68,0.49056603773584906,0.7647058823529411,0.5977011494252874,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
B memory,79,99,0.8545454545454545,0.47474747474747475,0.6103896103896104,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
B naive,128,315,0.9659442724458205,0.9904761904761905,0.9780564263322884,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD14 Mono,937,1237,0.9228441754916793,0.9862570735650767,0.9534974599452911,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD16 Mono,131,103,0.918918918918919,0.9902912621359223,0.9532710280373832,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD4 CTL,41,24,0.0,0.0,0.0,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD4 Naive,378,795,0.6695427092320967,0.9761006289308176,0.7942681678607983,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD4 TCM,327,580,0.75390625,0.6655172413793103,0.706959706959707,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD4 TEM,272,281,0.6398305084745762,0.5373665480427047,0.5841392649903289,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD8 Naive,48,320,0.9206349206349206,0.18125,0.3028720626631854,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD8 TCM,34,77,0.25,0.05194805194805195,0.08602150537634409,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
CD8 TEM,147,246,0.37479541734860883,0.9308943089430894,0.5344224037339557,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
Eryth,86,144,0.8791208791208791,0.5555555555555556,0.6808510638297872,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
ILC,98,65,0.5238095238095238,0.16923076923076924,0.2558139534883721,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
MAIT,24,356,0.0,0.0,0.0,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
NK,251,760,0.9793014230271668,0.9960526315789474,0.9876060013046314,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
NK_CD56bright,30,35,0.9285714285714286,0.37142857142857144,0.5306122448979592,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
Treg,59,241,0.415041782729805,0.6182572614107884,0.49666666666666665,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
cDC2,125,135,1.0,0.7037037037037037,0.8260869565217391,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
gdT,71,59,0.09722222222222222,0.11864406779661017,0.10687022900763359,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,scvi_matched,1,l2,high_confidence_shared
B intermediate,66,68,0.6888888888888889,0.45588235294117646,0.5486725663716814,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
B memory,79,99,0.7857142857142857,0.8888888888888888,0.8341232227488151,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
B naive,128,315,0.9476923076923077,0.9777777777777777,0.9625,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD14 Mono,937,1237,0.9262917933130699,0.9854486661277284,0.954954954954955,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD16 Mono,131,103,0.9357798165137615,0.9902912621359223,0.9622641509433962,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD4 CTL,41,24,0.0,0.0,0.0,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD4 Naive,378,795,0.8712206047032475,0.9786163522012579,0.9218009478672986,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD4 TCM,327,580,0.8014842300556586,0.7448275862068966,0.7721179624664879,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD4 TEM,272,281,0.5214723926380368,0.9074733096085409,0.6623376623376623,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD8 Naive,48,320,0.9395770392749244,0.971875,0.9554531490015361,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD8 TCM,34,77,0.6666666666666666,0.33766233766233766,0.4482758620689655,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
CD8 TEM,147,246,0.8699186991869918,0.8699186991869918,0.8699186991869918,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
Eryth,86,144,0.8666666666666667,0.4513888888888889,0.593607305936073,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
ILC,98,65,1.0,0.015384615384615385,0.030303030303030304,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
MAIT,24,356,0.984375,0.17696629213483145,0.3,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
NK,251,760,1.0,0.2013157894736842,0.33515881708652795,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
