direction,model,model_seed,scheme,bin,bin_lower,bin_upper,n_cells,mean_confidence,empirical_accuracy,gap
pbmc5k_to_pbmc10k,totalvi,4,equal_width,4,0.26666666666666666,0.3333333333333333,47,0.3119165897369385,0.1702127659574468,-0.14170382377949167
pbmc5k_to_pbmc10k,totalvi,4,equal_width,5,0.3333333333333333,0.4,167,0.3704281151294708,0.2934131736526946,-0.07701494147677623
pbmc5k_to_pbmc10k,totalvi,4,equal_width,6,0.4,0.4666666666666667,304,0.434779554605484,0.3355263157894737,-0.09925323881601034
pbmc5k_to_pbmc10k,totalvi,4,equal_width,7,0.4666666666666667,0.5333333333333333,379,0.5016887784004211,0.5065963060686016,0.004907527668180478
pbmc5k_to_pbmc10k,totalvi,4,equal_width,8,0.5333333333333333,0.6,403,0.5654658675193787,0.6004962779156328,0.0350304103962541
pbmc5k_to_pbmc10k,totalvi,4,equal_width,9,0.6,0.6666666666666666,349,0.633984386920929,0.6446991404011462,0.01071475348021722
pbmc5k_to_pbmc10k,totalvi,4,equal_width,10,0.6666666666666666,0.7333333333333333,350,0.699740469455719,0.7371428571428571,0.037402387687138106
pbmc5k_to_pbmc10k,totalvi,4,equal_width,11,0.7333333333333333,0.8,367,0.7659779191017151,0.8038147138964578,0.03783679479474267
pbmc5k_to_pbmc10k,totalvi,4,equal_width,12,0.8,0.8666666666666667,509,0.8342418074607849,0.8762278978388998,0.04198609037811485
pbmc5k_to_pbmc10k,totalvi,4,equal_width,13,0.8666666666666667,0.9333333333333333,669,0.901867687702179,0.9312406576980568,0.029372969995877796
pbmc5k_to_pbmc10k,totalvi,4,equal_width,14,0.9333333333333333,1.0,2407,0.9813631772994995,0.9925218113834648,0.011158634083965335
